Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Curious Treat,CURTRT,1,100,https://www.codechef.com/problems/CURTRT,Codechef,,,
Kisses,CDVS1506,1,26.67,https://www.codechef.com/problems/CDVS1506,Codechef,,,
Brienne and her sword,K15H,1,100,https://www.codechef.com/problems/K15H,Codechef,,,
Byteland fund raiser,CDBSTR3,1,20,https://www.codechef.com/problems/CDBSTR3,Codechef,,,
Chocolate Fight,CHOCFIG,1,6.25,https://www.codechef.com/problems/CHOCFIG,Codechef,,,
Maximising Scrap,SWEETY,1,100,https://www.codechef.com/problems/SWEETY,Codechef,,,
Susobhan Runs to Win,CDOUT3,1,100,https://www.codechef.com/problems/CDOUT3,Codechef,,,
Heart-Break,ALFZ03,1,12.5,https://www.codechef.com/problems/ALFZ03,Codechef,,,
Because Girls Love Gifts,ALFZ06,1,100,https://www.codechef.com/problems/ALFZ06,Codechef,,,
Reverse Graphs,CRANREVG,1,12.5,https://www.codechef.com/problems/CRANREVG,Codechef,,,
Inception,ABA15A,1,3.23,https://www.codechef.com/problems/ABA15A,Codechef,,,
Citylights,IGNUS15D,1,25,https://www.codechef.com/problems/IGNUS15D,Codechef,,,
Programmers vs computers,CDMU06,1,100,https://www.codechef.com/problems/CDMU06,Codechef,,,
Valentines day out,PSG01,1,100,https://www.codechef.com/problems/PSG01,Codechef,,,
The worst sister,CWAMR205,1,33.33,https://www.codechef.com/problems/CWAMR205,Codechef,,,
Poker Night,PCSC5,1,100,https://www.codechef.com/problems/PCSC5,Codechef,,,
C Preprosser,PCSC8,1,100,https://www.codechef.com/problems/PCSC8,Codechef,,,
Settlers Optimizer,PCSC10,1,100,https://www.codechef.com/problems/PCSC10,Codechef,,,
Mr DD and Competitive Programming,DDCP,1,100,https://www.codechef.com/problems/DDCP,Codechef,,,
Colours,COCR01,1,100,https://www.codechef.com/problems/COCR01,Codechef,,,
Robotics Event - 1,COCR05,1,25,https://www.codechef.com/problems/COCR05,Codechef,,,
Help Mehakinder,HELPME,1,20,https://www.codechef.com/problems/HELPME,Codechef,,,
Interstellar Wars,BTCD1507,1,100,https://www.codechef.com/problems/BTCD1507,Codechef,,,
Little Rabbit and the XOR Tree,BTCD1510,1,16.67,https://www.codechef.com/problems/BTCD1510,Codechef,,,
(JUNIOR) Tourist and Numbers,POYHTL,1,50,https://www.codechef.com/problems/POYHTL,Codechef,,,
Sets Test,ACUSET,1,100,https://www.codechef.com/problems/ACUSET,Codechef,,,
Stamp collection,FBFRW4,1,25,https://www.codechef.com/problems/FBFRW4,Codechef,,,
Ankur and Coins,COINX,1,11.11,https://www.codechef.com/problems/COINX,Codechef,,,
Chef and Password,KJCC04,1,25,https://www.codechef.com/problems/KJCC04,Codechef,,,
Maggi and Coin Tossing Experiment,IOPC15B,1,50,https://www.codechef.com/problems/IOPC15B,Codechef,,,
Fibonacci Wars II,IOPC15H,1,50,https://www.codechef.com/problems/IOPC15H,Codechef,,,
Decode,KJCC07,1,100,https://www.codechef.com/problems/KJCC07,Codechef,,,
Clash of clans,KJCC08,1,100,https://www.codechef.com/problems/KJCC08,Codechef,,,
Happy Birthday xoxo,VITC07,1,25,https://www.codechef.com/problems/VITC07,Codechef,,,
The queries problem,DCL2015K,1,14.29,https://www.codechef.com/problems/DCL2015K,Codechef,,,
Fashionista,BEAT05,1,100,https://www.codechef.com/problems/BEAT05,Codechef,,,
Bulb,OMMI01,1,100,https://www.codechef.com/problems/OMMI01,Codechef,,,
Candy Time,OMMI02,1,100,https://www.codechef.com/problems/OMMI02,Codechef,,,
Tik Tok,CLOCK01,1,100,https://www.codechef.com/problems/CLOCK01,Codechef,,,
Sherlok and Watson,COCRMR02,1,25,https://www.codechef.com/problems/COCRMR02,Codechef,,,
Bigger is Greater,COCRMR04,1,100,https://www.codechef.com/problems/COCRMR04,Codechef,,,
Fibonacci And LCM,FLCM,1,50,https://www.codechef.com/problems/FLCM,Codechef,,,
A Game of Counter Strike,ICLFIN01,1,33.33,https://www.codechef.com/problems/ICLFIN01,Codechef,,,
APGP-EASY,APGP,1,50,https://www.codechef.com/problems/APGP,Codechef,,,
Chef and candies,COTR04,1,50,https://www.codechef.com/problems/COTR04,Codechef,,,
Expected Value,RIVALRY,1,100,https://www.codechef.com/problems/RIVALRY,Codechef,,,
Guessers and Thinkers,PSUDO5,1,100,https://www.codechef.com/problems/PSUDO5,Codechef,,,
New Buildings,GOOGOL02,1,11.11,https://www.codechef.com/problems/GOOGOL02,Codechef,,,
Connecting Army Troops,KAN15RTF,1,7.69,https://www.codechef.com/problems/KAN15RTF,Codechef,,,
Edit Distance Revisited,KAN15RTG,1,50,https://www.codechef.com/problems/KAN15RTG,Codechef,,,
The Great Wall Of Wadiya,BITCJ2,1,28.57,https://www.codechef.com/problems/BITCJ2,Codechef,,,
ABHISHEK AND HIS THEORY OF GRAPH,BIGOF04,1,25,https://www.codechef.com/problems/BIGOF04,Codechef,,,
Strange Fibonacci,SPIT05,1,2.08,https://www.codechef.com/problems/SPIT05,Codechef,,,
RS and JS,RSJS,1,50,https://www.codechef.com/problems/RSJS,Codechef,,,
PK and Jaggu,PKGOLA,1,33.33,https://www.codechef.com/problems/PKGOLA,Codechef,,,
Magical string,LSTR,1,50,https://www.codechef.com/problems/LSTR,Codechef,,,
Cricket Fever,INLO05,1,25,https://www.codechef.com/problems/INLO05,Codechef,,,
Clash of Clans,CLCO08,1,11.11,https://www.codechef.com/problems/CLCO08,Codechef,,,
Merge Sort,MRGSRT,1,33.33,https://www.codechef.com/problems/MRGSRT,Codechef,,,
MaxMin Difference,IISCH08,1,100,https://www.codechef.com/problems/IISCH08,Codechef,,,
Happy Independence Day,CLHAPPY,1,100,https://www.codechef.com/problems/CLHAPPY,Codechef,,,
The Tight Schedule,CLSCHDL,1,100,https://www.codechef.com/problems/CLSCHDL,Codechef,,,
The Parade Parody,CLPARADE,1,33.33,https://www.codechef.com/problems/CLPARADE,Codechef,,,
Contiguous Substring,CDBSTR04,1,6.25,https://www.codechef.com/problems/CDBSTR04,Codechef,,,
The Vigenère Code,VIGCODE,1,50,https://www.codechef.com/problems/VIGCODE,Codechef,,,
Pew and Pew,PEWPEW,1,100,https://www.codechef.com/problems/PEWPEW,Codechef,,,
Devesh and Remainder,IETPC03,1,4.76,https://www.codechef.com/problems/IETPC03,Codechef,,,
Donald and Mickey,DOMI,1,100,https://www.codechef.com/problems/DOMI,Codechef,,,
Firm with max investment,CREDMNY,1,25,https://www.codechef.com/problems/CREDMNY,Codechef,,,
Virahanka trail,CTRA02,1,100,https://www.codechef.com/problems/CTRA02,Codechef,,,
Heights,CTRA03,1,100,https://www.codechef.com/problems/CTRA03,Codechef,,,
Water,CTRA04,1,100,https://www.codechef.com/problems/CTRA04,Codechef,,,
A Card And Time Game,TCARDS,1,100,https://www.codechef.com/problems/TCARDS,Codechef,,,
EASY SORTING,COQ01,1,25,https://www.codechef.com/problems/COQ01,Codechef,,,
Pseudo ordering,COQ02,1,100,https://www.codechef.com/problems/COQ02,Codechef,,,
Dassu And Napa,INSQ15_G,1,10,https://www.codechef.com/problems/INSQ15_G,Codechef,,,
Pizza Delivery,PIZZA,1,12.5,https://www.codechef.com/problems/PIZZA,Codechef,,,
Farm and Fields,NYUFARM,1,16.67,https://www.codechef.com/problems/NYUFARM,Codechef,,,
NY Grid,NYUGRID,1,100,https://www.codechef.com/problems/NYUGRID,Codechef,,,
Pout Selfie Fiasco,CDTX3,1,50,https://www.codechef.com/problems/CDTX3,Codechef,,,
Byte Challenge Reloaded,CDTX6,1,5.56,https://www.codechef.com/problems/CDTX6,Codechef,,,
Teams,KOKT04,1,33.33,https://www.codechef.com/problems/KOKT04,Codechef,,,
Magic Numbers,KOKT06,1,100,https://www.codechef.com/problems/KOKT06,Codechef,,,
AuckDunia,DAY4P0,1,22.22,https://www.codechef.com/problems/DAY4P0,Codechef,,,
Silly Sort,SSORT,2,37.5,https://www.codechef.com/problems/SSORT,Codechef,,,
Timepass,INSOMB2,2,30,https://www.codechef.com/problems/INSOMB2,Codechef,,,
Calculating Statistics,MPSTME1,2,15.38,https://www.codechef.com/problems/MPSTME1,Codechef,,,
Coconuts,MPSTME2,2,40,https://www.codechef.com/problems/MPSTME2,Codechef,,,
Run around numbers,MPSTME5,2,42.86,https://www.codechef.com/problems/MPSTME5,Codechef,,,
Container,CONTNR,2,40,https://www.codechef.com/problems/CONTNR,Codechef,,,
Caught Red Handed,CREDF2,2,100,https://www.codechef.com/problems/CREDF2,Codechef,,,
Checkmate,CREDF3,2,66.67,https://www.codechef.com/problems/CREDF3,Codechef,,,
Crack the DNA,CREDF4,2,4.08,https://www.codechef.com/problems/CREDF4,Codechef,,,
Problem 2,FR22,2,66.67,https://www.codechef.com/problems/FR22,Codechef,,,
Revenge,ARAN08,2,40,https://www.codechef.com/problems/ARAN08,Codechef,,,
Universal Zero,AXR3P4,2,6.06,https://www.codechef.com/problems/AXR3P4,Codechef,,,
We live to connect,KC02,2,50,https://www.codechef.com/problems/KC02,Codechef,,,
We fight for INSAF,KC05,2,5.08,https://www.codechef.com/problems/KC05,Codechef,,,
GROUPS,INS0902,2,18.18,https://www.codechef.com/problems/INS0902,Codechef,,,
Gollums Pursuit,RG202,2,25,https://www.codechef.com/problems/RG202,Codechef,,,
Goofy Identity,RG205,2,18.18,https://www.codechef.com/problems/RG205,Codechef,,,
Gears of War,RG207,2,25,https://www.codechef.com/problems/RG207,Codechef,,,
The Templar Test,KC205,2,25,https://www.codechef.com/problems/KC205,Codechef,,,
Selecting Teams,SNON04,2,50,https://www.codechef.com/problems/SNON04,Codechef,,,
Finding Primes,SNON08,2,2.26,https://www.codechef.com/problems/SNON08,Codechef,,,
rnumber,TECH02,2,4.35,https://www.codechef.com/problems/TECH02,Codechef,,,
Rooks on a Chessboard,CB06,2,50,https://www.codechef.com/problems/CB06,Codechef,,,
Build the ladder,ENCD08,2,66.67,https://www.codechef.com/problems/ENCD08,Codechef,,,
Problem 4,CMB04,2,12.5,https://www.codechef.com/problems/CMB04,Codechef,,,
Primal Instincts,RUBIX3,2,75,https://www.codechef.com/problems/RUBIX3,Codechef,,,
Tourist Guide,CS04,2,28.57,https://www.codechef.com/problems/CS04,Codechef,,,
Triangle Revisited,AD4,2,28.57,https://www.codechef.com/problems/AD4,Codechef,,,
STRINGENT STRINGS ,AD3,2,40,https://www.codechef.com/problems/AD3,Codechef,,,
Traffic Control,CRAFT03,2,33.33,https://www.codechef.com/problems/CRAFT03,Codechef,,,
Mirror Myself,CYW05,2,66.67,https://www.codechef.com/problems/CYW05,Codechef,,,
DOUBLE NEAR PALINDROME,DSPC302,2,7.69,https://www.codechef.com/problems/DSPC302,Codechef,,,
Chocolate,KNIGHT01,2,11.11,https://www.codechef.com/problems/KNIGHT01,Codechef,,,
Themometer,KNIGHT03,2,50,https://www.codechef.com/problems/KNIGHT03,Codechef,,,
Problem4,AX04,2,100,https://www.codechef.com/problems/AX04,Codechef,,,
Alien Pandemia,ALNPD,2,66.67,https://www.codechef.com/problems/ALNPD,Codechef,,,
Crazy Miner,CRZMNR,2,20,https://www.codechef.com/problems/CRZMNR,Codechef,,,
Painting,PAINT,2,17.24,https://www.codechef.com/problems/PAINT,Codechef,,,
Cactus,ST201,2,25,https://www.codechef.com/problems/ST201,Codechef,,,
Game of Prime,RD04,2,5.77,https://www.codechef.com/problems/RD04,Codechef,,,
Words,ENC2,2,66.67,https://www.codechef.com/problems/ENC2,Codechef,,,
Triangle equality,IOPC1104,2,18.75,https://www.codechef.com/problems/IOPC1104,Codechef,,,
Progressive progressions,IOPC1108,2,66.67,https://www.codechef.com/problems/IOPC1108,Codechef,,,
Sister cities,IOPC1112,2,25,https://www.codechef.com/problems/IOPC1112,Codechef,,,
Min - Max 01 Path,PATH01,2,10,https://www.codechef.com/problems/PATH01,Codechef,,,
T-shirts,ALG05,2,9.52,https://www.codechef.com/problems/ALG05,Codechef,,,
Fun With Inequalities,BTCODE_C,2,66.67,https://www.codechef.com/problems/BTCODE_C,Codechef,,,
Array Sorting,BTCODE_K,2,4.62,https://www.codechef.com/problems/BTCODE_K,Codechef,,,
The Octopus,CD106,2,33.33,https://www.codechef.com/problems/CD106,Codechef,,,
Triangle Series,CFR203,2,28.57,https://www.codechef.com/problems/CFR203,Codechef,,,
Decode,D02,2,66.67,https://www.codechef.com/problems/D02,Codechef,,,
The Rectangles That Were Not Squares,RECSQU,2,20,https://www.codechef.com/problems/RECSQU,Codechef,,,
Party,ALK1102,2,100,https://www.codechef.com/problems/ALK1102,Codechef,,,
Chess game,LMDP1102,2,20,https://www.codechef.com/problems/LMDP1102,Codechef,,,
Enumeration again,IOPC1209,2,38.46,https://www.codechef.com/problems/IOPC1209,Codechef,,,
The Dilemma of The Lift Giver,IG02,2,33.33,https://www.codechef.com/problems/IG02,Codechef,,,
Dynamic Display Length,C3004,2,10.34,https://www.codechef.com/problems/C3004,Codechef,,,
Problem2,PRIM2,2,40,https://www.codechef.com/problems/PRIM2,Codechef,,,
Bank of Synapse,SYBANK,2,18.18,https://www.codechef.com/problems/SYBANK,Codechef,,,
Synapse Training Excercises,SYNBRIG,2,37.5,https://www.codechef.com/problems/SYNBRIG,Codechef,,,
Karthik in Loop,RBX12R04,2,23.08,https://www.codechef.com/problems/RBX12R04,Codechef,,,
Dancing Words,EN04,2,23.08,https://www.codechef.com/problems/EN04,Codechef,,,
Circular Permutations,WYSIWYG2,2,40,https://www.codechef.com/problems/WYSIWYG2,Codechef,,,
Minimum Sum,WYSIWYG3,2,66.67,https://www.codechef.com/problems/WYSIWYG3,Codechef,,,
Playing Cards,SOPC02,2,40,https://www.codechef.com/problems/SOPC02,Codechef,,,
Codeland Revisited,SOPC05,2,18.18,https://www.codechef.com/problems/SOPC05,Codechef,,,
Divide it Equally,CDS008,2,66.67,https://www.codechef.com/problems/CDS008,Codechef,,,
Breaking Eggs,PBUZZ1,2,40,https://www.codechef.com/problems/PBUZZ1,Codechef,,,
Meeting Point,PBUZZ3,2,50,https://www.codechef.com/problems/PBUZZ3,Codechef,,,
Strange Punishment,SP,2,20,https://www.codechef.com/problems/SP,Codechef,,,
HAPPY HOLI (SET II),ALGHLY,2,50,https://www.codechef.com/problems/ALGHLY,Codechef,,,
Love Magic,LM,2,8.33,https://www.codechef.com/problems/LM,Codechef,,,
Are You Superstitious Too,CW10,2,3.77,https://www.codechef.com/problems/CW10,Codechef,,,
Parallel Lines,IEEET03,2,100,https://www.codechef.com/problems/IEEET03,Codechef,,,
Triangle,R205,2,50,https://www.codechef.com/problems/R205,Codechef,,,
PROBLEM1,NEURON1,2,33.33,https://www.codechef.com/problems/NEURON1,Codechef,,,
PROBLEM3,NEURON3,2,66.67,https://www.codechef.com/problems/NEURON3,Codechef,,,
Card Game,CRGM,2,20,https://www.codechef.com/problems/CRGM,Codechef,,,
Packing Candies ,CANDYPK,2,45.83,https://www.codechef.com/problems/CANDYPK,Codechef,,,
My Nearest Neighbour,NEAREST,2,50,https://www.codechef.com/problems/NEAREST,Codechef,,,
Pipeline,TF04,2,40,https://www.codechef.com/problems/TF04,Codechef,,,
Fill Candies,TF06,2,10,https://www.codechef.com/problems/TF06,Codechef,,,
Finding Prefixes,ETMX01,2,29.41,https://www.codechef.com/problems/ETMX01,Codechef,,,
Simple Syntax,SMPX,2,6.06,https://www.codechef.com/problems/SMPX,Codechef,,,
Future Wars,BYTESC,2,100,https://www.codechef.com/problems/BYTESC,Codechef,,,
Treasure Hunt,BYTESG,2,25,https://www.codechef.com/problems/BYTESG,Codechef,,,
The Murder Case,CRNM1303,2,25,https://www.codechef.com/problems/CRNM1303,Codechef,,,
Egypt,EGYPT,2,50,https://www.codechef.com/problems/EGYPT,Codechef,,,
Escape,DS14,2,50,https://www.codechef.com/problems/DS14,Codechef,,,
Release Dates,RBX1305,2,40,https://www.codechef.com/problems/RBX1305,Codechef,,,
Highest Power,RBX1311,2,5.71,https://www.codechef.com/problems/RBX1311,Codechef,,,
Numeric Sum,RBX1315,2,5,https://www.codechef.com/problems/RBX1315,Codechef,,,
Magic Number Again,RBX1316,2,9.68,https://www.codechef.com/problems/RBX1316,Codechef,,,
Prime Permutation,NITA04,2,100,https://www.codechef.com/problems/NITA04,Codechef,,,
Hand Shake ,NITA10,2,25,https://www.codechef.com/problems/NITA10,Codechef,,,
Chemical Plant,P1310,2,100,https://www.codechef.com/problems/P1310,Codechef,,,
REPLACE THE BITS,RTB,2,40,https://www.codechef.com/problems/RTB,Codechef,,,
TREE COLOURING,TCNG,2,18.18,https://www.codechef.com/problems/TCNG,Codechef,,,
ANCESTRAL QUERIES,AQS,2,33.33,https://www.codechef.com/problems/AQS,Codechef,,,
A journey in 3D,IOPC13I,2,6.45,https://www.codechef.com/problems/IOPC13I,Codechef,,,
Corrupt Horse Racing,IOPC13Q,2,8.7,https://www.codechef.com/problems/IOPC13Q,Codechef,,,
Stacking Plates,SAARC06,2,25,https://www.codechef.com/problems/SAARC06,Codechef,,,
Forces At Play,FORCES,2,100,https://www.codechef.com/problems/FORCES,Codechef,,,
Findable Numbers,CDME02,2,28.57,https://www.codechef.com/problems/CDME02,Codechef,,,
Cross The Tiger,COADIES1,2,18.75,https://www.codechef.com/problems/COADIES1,Codechef,,,
Bus Conductor,BUSCON,2,28.57,https://www.codechef.com/problems/BUSCON,Codechef,,,
Rapid Fire,COADIES4,2,22.22,https://www.codechef.com/problems/COADIES4,Codechef,,,
Weightlifting Management,WGHTLIF,2,10.53,https://www.codechef.com/problems/WGHTLIF,Codechef,,,
The Gellar Siblings,PT8,2,100,https://www.codechef.com/problems/PT8,Codechef,,,
Minimum Edits,MES,2,50,https://www.codechef.com/problems/MES,Codechef,,,
SHORTHAND,WICQ4,2,66.67,https://www.codechef.com/problems/WICQ4,Codechef,,,
MIND IT,WICQ5,2,100,https://www.codechef.com/problems/WICQ5,Codechef,,,
Thapar Maze,CODEIT4,2,100,https://www.codechef.com/problems/CODEIT4,Codechef,,,
Monkeys,PRSN,2,11.76,https://www.codechef.com/problems/PRSN,Codechef,,,
Timon & Pumba,SPLCND,2,100,https://www.codechef.com/problems/SPLCND,Codechef,,,
InverT,EPI1304,2,6.25,https://www.codechef.com/problems/EPI1304,Codechef,,,
The Treasure Hunt,CDWRS04,2,17.86,https://www.codechef.com/problems/CDWRS04,Codechef,,,
Factorization,FCTRIZE,2,33.33,https://www.codechef.com/problems/FCTRIZE,Codechef,,,
Palindrome Strings,CEXP03,2,40,https://www.codechef.com/problems/CEXP03,Codechef,,,
Ideal Strings,CEXP05,2,66.67,https://www.codechef.com/problems/CEXP05,Codechef,,,
Shop Associations,PREE03,2,66.67,https://www.codechef.com/problems/PREE03,Codechef,,,
Coding Skills,PREE04,2,40,https://www.codechef.com/problems/PREE04,Codechef,,,
Sum of Values,PREE05,2,50,https://www.codechef.com/problems/PREE05,Codechef,,,
Call Of Duty,CRYPT07,2,100,https://www.codechef.com/problems/CRYPT07,Codechef,,,
Dead Mans Chest,ALK13E,2,12.5,https://www.codechef.com/problems/ALK13E,Codechef,,,
Save Energy,TCFST09,2,100,https://www.codechef.com/problems/TCFST09,Codechef,,,
Cool Numbers,INSCTS4,2,28.57,https://www.codechef.com/problems/INSCTS4,Codechef,,,
Gift from Tyrion,GOTT,2,20,https://www.codechef.com/problems/GOTT,Codechef,,,
Awesome Threesome,AWTHR,2,11.76,https://www.codechef.com/problems/AWTHR,Codechef,,,
Game Of Sticks,REN2013I,2,38.46,https://www.codechef.com/problems/REN2013I,Codechef,,,
Drunk Game,DRUNKG,2,22.22,https://www.codechef.com/problems/DRUNKG,Codechef,,,
Mutant Rush,MUTRUSH,2,20,https://www.codechef.com/problems/MUTRUSH,Codechef,,,
The Incredible Machine,IOPC14D,2,66.67,https://www.codechef.com/problems/IOPC14D,Codechef,,,
Copy and Paste,IOPC14G,2,10,https://www.codechef.com/problems/IOPC14G,Codechef,,,
Little Elephant and Ox,LEOX,2,100,https://www.codechef.com/problems/LEOX,Codechef,,,
The Election Day,VOTE,2,66.67,https://www.codechef.com/problems/VOTE,Codechef,,,
Hiring in Chefland,CDMT06,2,50,https://www.codechef.com/problems/CDMT06,Codechef,,,
Super Mario,ABA14F,2,13.64,https://www.codechef.com/problems/ABA14F,Codechef,,,
Lazy Puzzle,COD07,2,66.67,https://www.codechef.com/problems/COD07,Codechef,,,
L-Binary Numbers,COG14A,2,22.22,https://www.codechef.com/problems/COG14A,Codechef,,,
Shubh and Metallica,MAC01,2,66.67,https://www.codechef.com/problems/MAC01,Codechef,,,
Disc Game,MAC02,2,66.67,https://www.codechef.com/problems/MAC02,Codechef,,,
Help Bonnie,TOS02,2,21.43,https://www.codechef.com/problems/TOS02,Codechef,,,
Defeating The Lannisters,TOS04,2,100,https://www.codechef.com/problems/TOS04,Codechef,,,
Chef New Restaurant,BLZ004,2,100,https://www.codechef.com/problems/BLZ004,Codechef,,,
EnCrYpTo,CG06,2,100,https://www.codechef.com/problems/CG06,Codechef,,,
Mountain Engineering,GMB04,2,22.22,https://www.codechef.com/problems/GMB04,Codechef,,,
New Robot,NC1402,2,100,https://www.codechef.com/problems/NC1402,Codechef,,,
Algebraic Expression,NC1403,2,33.33,https://www.codechef.com/problems/NC1403,Codechef,,,
Brittanian Family,LELOUCH4,2,28.57,https://www.codechef.com/problems/LELOUCH4,Codechef,,,
Plywood,CREDPLWD,2,50,https://www.codechef.com/problems/CREDPLWD,Codechef,,,
Non-Carry Sum,CREDNCSM,2,50,https://www.codechef.com/problems/CREDNCSM,Codechef,,,
Squares,CR01,2,28.57,https://www.codechef.com/problems/CR01,Codechef,,,
Holidays,CR03,2,66.67,https://www.codechef.com/problems/CR03,Codechef,,,
Harsh and Biscuits,CR06,2,50,https://www.codechef.com/problems/CR06,Codechef,,,
Buying Toys,CR10,2,28.57,https://www.codechef.com/problems/CR10,Codechef,,,
Extract Minimum,IIITA206,2,11.11,https://www.codechef.com/problems/IIITA206,Codechef,,,
Statistics HW,STATSHW,2,50,https://www.codechef.com/problems/STATSHW,Codechef,,,
Nellex and GraVITas,CDSE06,2,80,https://www.codechef.com/problems/CDSE06,Codechef,,,
Determine the Maximum Sum of Weights,ACM14KP4,2,10.53,https://www.codechef.com/problems/ACM14KP4,Codechef,,,
Interior Designer Bob,CCCS4,2,20,https://www.codechef.com/problems/CCCS4,Codechef,,,
Permutations,PERM,2,18.75,https://www.codechef.com/problems/PERM,Codechef,,,
Reverse Palindrome,PALINREV,2,12,https://www.codechef.com/problems/PALINREV,Codechef,,,
Candy Distribution,CANDIS,2,57.14,https://www.codechef.com/problems/CANDIS,Codechef,,,
Archers and Pikemen,CM1401,2,40,https://www.codechef.com/problems/CM1401,Codechef,,,
Unlucky Ticket,CORE1,2,20,https://www.codechef.com/problems/CORE1,Codechef,,,
Roman Numerals,CORE2,2,100,https://www.codechef.com/problems/CORE2,Codechef,,,
Huge Sum,CORE7,2,20,https://www.codechef.com/problems/CORE7,Codechef,,,
Snakes and Ladders,CORE9,2,100,https://www.codechef.com/problems/CORE9,Codechef,,,
TBNTB,BUYORNOT,2,100,https://www.codechef.com/problems/BUYORNOT,Codechef,,,
Partner GCD,GCD,2,40,https://www.codechef.com/problems/GCD,Codechef,,,
The Gift,CM02,2,21.43,https://www.codechef.com/problems/CM02,Codechef,,,
Rohan With Sticks,STCKS,2,33.33,https://www.codechef.com/problems/STCKS,Codechef,,,
RAILGADI,RAILGADI,2,100,https://www.codechef.com/problems/RAILGADI,Codechef,,,
Alter the Obvious,QUCOATO,2,100,https://www.codechef.com/problems/QUCOATO,Codechef,,,
Tour Planning,KGP14G,2,50,https://www.codechef.com/problems/KGP14G,Codechef,,,
CFTG,PRVG155,2,66.67,https://www.codechef.com/problems/PRVG155,Codechef,,,
A Riddle,CDVA1501,2,100,https://www.codechef.com/problems/CDVA1501,Codechef,,,
Game of Stones,PILEGAME,2,100,https://www.codechef.com/problems/PILEGAME,Codechef,,,
Traveller Chef,IITK2P07,2,12.5,https://www.codechef.com/problems/IITK2P07,Codechef,,,
Prakash and his adventure,K15E,2,15.38,https://www.codechef.com/problems/K15E,Codechef,,,
Anayat And His Girl Friend,CDCR15_4,2,14.29,https://www.codechef.com/problems/CDCR15_4,Codechef,,,
Antidote,CWAMR103,2,37.5,https://www.codechef.com/problems/CWAMR103,Codechef,,,
Police Catching Thief,THIEF,2,20,https://www.codechef.com/problems/THIEF,Codechef,,,
Ron and Mathematics,RMATH,2,50,https://www.codechef.com/problems/RMATH,Codechef,,,
Math genius,CDMU04,2,33.33,https://www.codechef.com/problems/CDMU04,Codechef,,,
Evaluate Expression,CDMU03,2,22.22,https://www.codechef.com/problems/CDMU03,Codechef,,,
"Find largest among rows,columns and diagonals",LGCR02,2,50,https://www.codechef.com/problems/LGCR02,Codechef,,,
Mobile Number,CH03,2,18.18,https://www.codechef.com/problems/CH03,Codechef,,,
Mehta and charming strings,CDSW155,2,18.18,https://www.codechef.com/problems/CDSW155,Codechef,,,
Pokemon Tournament (Medium),POYPKMN,2,33.33,https://www.codechef.com/problems/POYPKMN,Codechef,,,
Alice and Bob,COCR03,2,21.43,https://www.codechef.com/problems/COCR03,Codechef,,,
Vipul and Valentina,VIVAL,2,40,https://www.codechef.com/problems/VIVAL,Codechef,,,
Cooper and his mission,BTCD1504,2,66.67,https://www.codechef.com/problems/BTCD1504,Codechef,,,
(JUNIOR) The pattern problem,POYTPP,2,50,https://www.codechef.com/problems/POYTPP,Codechef,,,
Roger and Tree II,COCR09,2,100,https://www.codechef.com/problems/COCR09,Codechef,,,
Chef and cycle cover of a directed graph,CHEFCYCL,2,25,https://www.codechef.com/problems/CHEFCYCL,Codechef,,,
Wavy Sequence,PRYS02,2,60,https://www.codechef.com/problems/PRYS02,Codechef,,,
Heads and Tails,PRYS08,2,12.5,https://www.codechef.com/problems/PRYS08,Codechef,,,
Summing the Cubes,PRYS09,2,31.82,https://www.codechef.com/problems/PRYS09,Codechef,,,
ArmWeak Numbers,CCUBE04,2,20,https://www.codechef.com/problems/CCUBE04,Codechef,,,
Chef and the line segments,DCL2015G,2,83.33,https://www.codechef.com/problems/DCL2015G,Codechef,,,
The Triangle Dimension,TRIDIM,2,75,https://www.codechef.com/problems/TRIDIM,Codechef,,,
Counting Stars,CCUBE05,2,75,https://www.codechef.com/problems/CCUBE05,Codechef,,,
Mobile Communication,CWAMR404,2,100,https://www.codechef.com/problems/CWAMR404,Codechef,,,
Primorial ,PRMRL,2,20,https://www.codechef.com/problems/PRMRL,Codechef,,,
Reverse Pre-order Traversal,IOPC15Q,2,33.33,https://www.codechef.com/problems/IOPC15Q,Codechef,,,
Clock and Code,CENCODE,2,30,https://www.codechef.com/problems/CENCODE,Codechef,,,
HELP DELHI,HELPND,2,75,https://www.codechef.com/problems/HELPND,Codechef,,,
Sheldon and powers,DCL2015J,2,50,https://www.codechef.com/problems/DCL2015J,Codechef,,,
Card or Discard,OMMI03,2,33.33,https://www.codechef.com/problems/OMMI03,Codechef,,,
Jack and Treasure,OMMI05,2,100,https://www.codechef.com/problems/OMMI05,Codechef,,,
Street Light,COWA3,2,22.22,https://www.codechef.com/problems/COWA3,Codechef,,,
Twin Prime,COWA8,2,20,https://www.codechef.com/problems/COWA8,Codechef,,,
FUN WITH TREES,COMA03,2,19.05,https://www.codechef.com/problems/COMA03,Codechef,,,
Mth Largest in Array,POWRS,2,23.08,https://www.codechef.com/problems/POWRS,Codechef,,,
National Football League,ICLFIN03,2,50,https://www.codechef.com/problems/ICLFIN03,Codechef,,,
Utkarsh and Long Roads,DBYZ15B,2,8.33,https://www.codechef.com/problems/DBYZ15B,Codechef,,,
